created_at,entry_id,field2
2015-12-07 08:42:25 UTC,20955,66
2015-12-07 08:48:18 UTC,20966,66
2015-12-07 08:51:20 UTC,20972,64
2015-12-07 08:57:15 UTC,20983,64
2015-12-07 09:03:11 UTC,20994,64
2015-12-07 09:06:06 UTC,21000,66
2015-12-07 09:12:02 UTC,21012,64
2015-12-07 09:17:57 UTC,21023,64
2015-12-07 09:23:51 UTC,21034,64
2015-12-07 09:32:46 UTC,21051,64
2015-12-07 09:38:40 UTC,21062,64
2015-12-07 09:44:34 UTC,21073,64
2015-12-07 09:47:34 UTC,21079,64
2015-12-07 09:53:28 UTC,21091,64
2015-12-07 09:59:24 UTC,21102,64
2015-12-07 10:02:26 UTC,21108,64
2015-12-07 10:08:24 UTC,21120,64
2015-12-07 10:14:22 UTC,21131,64
2015-12-07 10:17:22 UTC,21137,64
2015-12-07 10:23:20 UTC,21148,64
2015-12-07 10:26:18 UTC,21154,64
2015-12-07 10:32:14 UTC,21166,64
2015-12-07 10:38:09 UTC,21177,64
2015-12-07 10:47:04 UTC,21194,63
2015-12-07 10:53:00 UTC,21206,64
2015-12-07 10:58:58 UTC,21217,63
2015-12-07 11:01:57 UTC,21223,63
2015-12-07 11:07:52 UTC,21235,63
2015-12-07 11:13:47 UTC,21245,63
2015-12-07 11:19:43 UTC,21256,63
2015-12-07 11:22:41 UTC,21262,63
2015-12-07 11:28:40 UTC,21274,63
2015-12-07 11:34:37 UTC,21285,64
2015-12-07 11:37:36 UTC,21291,63
2015-12-07 11:43:31 UTC,21302,63
2015-12-07 11:49:27 UTC,21313,63
2015-12-07 11:52:27 UTC,21319,63
2015-12-07 11:58:26 UTC,21331,63
2015-12-07 12:07:21 UTC,21348,63
2015-12-07 12:13:13 UTC,21359,63
2015-12-07 12:19:06 UTC,21370,63
2015-12-07 12:25:03 UTC,21381,63
2015-12-07 12:28:00 UTC,21387,63
2015-12-07 12:33:57 UTC,21399,63
2015-12-07 12:39:49 UTC,21410,63
2015-12-07 12:45:45 UTC,21421,63
2015-12-07 12:48:42 UTC,21427,63
2015-12-07 12:54:40 UTC,21439,63
2015-12-07 13:00:36 UTC,21450,63
2015-12-07 13:03:34 UTC,21456,63
2015-12-07 13:09:33 UTC,21468,63
2015-12-07 13:15:26 UTC,21479,62
2015-12-07 13:21:22 UTC,21490,62
2015-12-07 13:24:22 UTC,21496,62
2015-12-07 13:30:18 UTC,21508,60
2015-12-07 13:36:14 UTC,21519,62
